message,trialNum,strength,center,delta,direction,answerSame,answerCorrect
marisse_flat_directed,194,205,270,0,-1,0,0
marisse_flat_directed,195,105,90,180,-1,1,0
marisse_flat_directed,196,155,180,180,-1,0,1
marisse_flat_directed,197,155,90,90,-1,0,1
marisse_flat_directed,198,255,180,90,-1,0,1
marisse_flat_directed,199,155,45,0,-1,1,1
marisse_flat_directed,200,155,180,0,-1,1,1
marisse_flat_directed,201,255,45,0,-1,1,1
marisse_flat_directed,202,255,0,0,-1,0,0
marisse_flat_directed,203,205,0,22,-1,0,1
marisse_flat_directed,204,105,0,45,-1,0,1
marisse_flat_directed,205,255,0,45,-1,1,0
marisse_flat_directed,206,255,225,0,-1,0,0
marisse_flat_directed,207,205,270,180,-1,1,0
marisse_flat_directed,208,105,315,45,-1,1,0
marisse_flat_directed,209,105,180,22,-1,1,0
marisse_flat_directed,210,255,315,0,-1,1,1
marisse_flat_directed,211,205,315,180,-1,0,1
marisse_flat_directed,212,105,45,90,-1,1,0
marisse_flat_directed,213,205,45,0,-1,1,1
marisse_flat_directed,214,155,270,90,-1,1,0
marisse_flat_directed,215,105,0,0,-1,1,1
marisse_flat_directed,216,155,315,90,-1,1,0
marisse_flat_directed,217,255,0,90,-1,1,0
marisse_flat_directed,218,105,270,45,-1,1,0
marisse_flat_directed,219,205,45,45,-1,1,0
marisse_flat_directed,220,105,225,22,-1,1,0
marisse_flat_directed,221,155,0,0,-1,1,1
marisse_flat_directed,222,205,0,90,-1,1,0
marisse_flat_directed,223,255,45,90,-1,1,0
marisse_flat_directed,224,155,315,0,-1,1,1
marisse_flat_directed,225,255,270,0,-1,1,1
marisse_flat_directed,226,205,145,90,-1,1,0
marisse_flat_directed,227,255,270,45,-1,1,0
marisse_flat_directed,228,155,90,180,-1,1,0
marisse_flat_directed,229,255,180,0,-1,0,0
marisse_flat_directed,230,105,45,0,-1,1,1
marisse_flat_directed,231,255,90,90,-1,0,1
marisse_flat_directed,232,155,145,0,-1,1,1
marisse_flat_directed,233,255,45,0,-1,1,1
marisse_flat_directed,234,205,90,180,-1,0,1
marisse_flat_directed,235,105,180,0,-1,0,0
marisse_flat_directed,236,105,90,0,-1,1,1
marisse_flat_directed,237,255,45,22,-1,1,0
marisse_flat_directed,238,255,145,22,-1,1,0
marisse_flat_directed,239,105,225,90,-1,0,1
marisse_flat_directed,240,255,0,180,-1,1,0
marisse_flat_directed,241,205,145,45,-1,1,0
marisse_flat_directed,242,105,145,0,-1,1,1
marisse_flat_directed,243,105,315,90,-1,0,1
marisse_flat_directed,244,155,90,0,-1,0,0
marisse_flat_directed,245,205,145,0,-1,1,1
marisse_flat_directed,246,155,0,22,-1,1,0
marisse_flat_directed,247,205,270,45,-1,0,1
marisse_flat_directed,248,155,145,45,-1,0,1
marisse_flat_directed,249,155,270,22,-1,1,0
marisse_flat_directed,250,155,225,45,-1,0,1
marisse_flat_directed,251,105,90,0,-1,1,1
marisse_flat_directed,252,255,45,0,-1,1,1
marisse_flat_directed,253,205,90,90,-1,0,1
marisse_flat_directed,254,105,180,0,-1,1,1
marisse_flat_directed,255,105,225,0,-1,1,1
marisse_flat_directed,256,105,0,0,-1,1,1
